feature_name,max_value,min_value
id_invicrot1_area_mtg_sn_snr_rightdeep_cit168,3045.9075,108.16724
id_invicrot1_vol_die_hth_mn_rightcit168,194.99973,25.999954
id_invicrot1_vol_right_rostral_middle_frontaldktregions,21397.053,4882.9565
id_invicrot1_vol_inferior_fronto_occipital_lwmtracts_left,25579.137,8785.984
id_invicrot1_vol_left_posterior_cingulatedktcortex,6078.998,1350.3656
id_invicrot1_area_left_putamendktregions,3669.1572,934.7099
id_invicrot1_vol_cerebellar_vermal_lobules_viii_xdktregions,5915.976,681.002
id_invicrot1_vol_mtg_rn_rightdeep_cit168,6015.5996,26.400002
id_invicrot1_area_bn_gp_gpi_leftcit168,485.18698,188.85788
id_invicrot1_area_mtg_rn_rightcit168,350.76807,120.799225
id_invicrot1_randbasisprojpos04,9510.487,-55197.88
id_invicrot1_wmh_log_evidence,0.68287027,-0.5350349
id_invicrot1_area_mtg_vtr_pbp_leftcit168,295.9022,96.89991
id_invicrot1_thk_left_cerebellem_exteriordktregions,5.6553397,3.0940976
id_invicrot1_vol_right_caudal_anterior_cingulatedktcortex,4560.998,455.77475
id_invicrot1_thk_left_lateral_occipitaldktregions,1.7724835,1.0450121
id_invicrot1_vol_right_lingualdktregions,11901.983,3788.4377
id_invicrot1_area_right_insuladktcortex,5989.116,1989.8932
id_invicrot1_area_mtg_sn_snc_rightcit168,317.80063,105.8218
id_invicrot1_area_bn_str_ca_leftcit168,5101.8955,1748.7367
id_invicrot1_vol_parietal_ldktlobes,199482.06,72075.0
id_invicrot1_vol_right_thalamus_properdktregions,12152.972,4635.9937
id_invicrot1_vol_left_dg_ca3mtl,1151.7188,1.0546875
id_invicrot1_area_right_cuneusdktcortex,7613.5283,1771.7959
id_invicrot1_area_die_sth_leftcit168,275.47095,93.09222
id_invicrot1_thk_cerebellar_vermal_lobules_viii_xdktregions,2.9012446,1.3707907
id_invicrot1_thk_cerebellumtissues,9.1644745,2.8015444
id_invicrot1_vol_right_parahippocampalmtl,5182.9707,7.382813
id_invicrot1_thk_left_hippocampushipplr,2.2433858,1.0595517
id_invicrot1_thk_right_cuneusdktcortex,1.2892967,0.4714166
id_invicrot1_area_cerebellar_vermal_lobules_i_vdktregions,2456.3357,778.72845
id_invicrot1_thk_left_pars_orbitalisdktregions,1.5943352,0.74086785
id_invicrot1_thk_wmtissues,3.46114,2.302694
id_invicrot1_vol_mtg_vtr_pbp_rightcit168,171.00012,42.00029
id_invicrot1_thk_right_caudal_anterior_cingulatedktregions,1.5999773,0.7727067
id_invicrot1_vol_frontal_rdktlobes,313447.7,110516.49
id_invicrot1_vol_right_fusiformdktregions,14732.0,3195.0164
id_invicrot1_vol_mtg_sn_snc_rightcit168,257.9995,50.99995
id_invicrot1_thk_bn_gp_gpi_rightcit168,1.5937912,0.8646329
id_invicrot1_thk_right_rostral_middle_frontaldktregions,1.7664468,1.0584095
id_invicrot1_vol_uncinate_lwmtracts_left,3694.007,1156.7999
id_invicrot1_area_mtg_rn_leftdeep_cit168,42481.66,18.695253
id_invicrot1_thk_mtg_sn_snc_leftdeep_cit168,0.82282245,0.40220594
id_invicrot1_thk_left_precuneusdktcortex,1.613126,0.5794899
id_invicrot1_area_inferior_fronto_occipital_lwmtracts_left,14304.285,6624.5996
id_invicrot1_vol_left_caudal_anterior_cingulatedktregions,5757.0405,1405.8984
id_invicrot1_thk_mtg_vtr_vta_rightcit168,0.72774845,0.4308995
id_invicrot1_thk_right_pars_orbitalisdktcortex,1.4218034,0.5204265
id_invicrot1_thk_left_superior_parietaldktcortex,1.3426135,0.46267363
id_invicrot1_vol_corpus_callosumwmtracts_left,65598.35,21645.352
id_invicrot1_vol_bn_gp_gpe_rightdeep_cit168,1483.0,99.000145
id_invicrot1_thk_csftissues,2.5541234,1.3683821
id_invicrot1_area_right_postcentraldktcortex,13003.272,4011.5464
id_invicrot1_area_right_parahippocampaldktcortex,2537.2173,795.2725
id_invicrot1_vol_ch13_leftbf,376.0,8.342742
id_invicrot1_thk_right_palladiumdktregions,2.278226,1.1343726
id_invicrot1_area_referenceregion_rightdeep_cit168,313.66812,61.656303
id_invicrot1_area_right_superior_frontaldktcortex,29875.479,9661.321
id_invicrot1_thk_right_entorhinaldktregions,2.4466648,0.5289927
id_invicrot1_vol_right_pars_orbitalisdktcortex,4178.0024,121.00062
id_invicrot1_area_left_posterior_cingulatedktregions,4641.2095,946.8769
id_invicrot1_thk_left_precentraldktregions,1.7445326,1.118433
id_invicrot1_vol_occipital_rdktlobes,87508.0,25789.0
id_invicrot1_thk_occipital_ldktlobes,4.677691,2.4021008
id_invicrot1_vol_right_pars_orbitalisdktregions,4995.976,58.000298
id_invicrot1_vol_bn_gp_vep_rightcit168,233.00116,50.00002
id_invicrot1_area_right_paracentraldktregions,5739.2754,1973.8286
id_invicrot1_vol_bn_str_ca_rightcit168,9373.04,2749.0059
id_invicrot1_area_left_precuneusdktregions,11366.116,4403.281
id_invicrot1_area_right_supramarginaldktregions,11034.633,2284.2527
id_invicrot1_vol_right_rostral_middle_frontaldktcortex,18086.098,3061.0
id_invicrot1_area_parietal_ldktlobes,50889.574,22476.594
id_invicrot1_vol_right_putamendktregions,5494.0146,1469.9984
id_invicrot1_thk_inferior_longitudinal_fasciculus_lwmtracts_left,2.0111334,1.3217537
id_invicrot1_area_bn_str_nac_leftcit168,769.5068,173.11557
id_invicrot1_area_left_isthmus_cingulatedktcortex,3541.875,929.79
id_invicrot1_thk_corticospinal_lwmtracts_left,1.7940578,1.0935218
id_invicrot1_area_left_rostral_anterior_cingulatedktcortex,5736.17,1045.0863
id_invicrot1_area_nbm_left_midbf,489.53455,60.06886
id_invicrot1_thk_right_parahippocampaldktcortex,1.5741303,0.60396034
id_invicrot1_vol_4th_ventricledktregions,4257.0103,134.42805
id_invicrot1_area_right_entorhinaldktregions,2108.2107,79.39659
id_invicrot1_vol_left_thalamus_properdktregions,12892.014,5016.0
id_invicrot1_area_inferior_fronto_occipital_rwmtracts_right,13855.262,6647.8057
id_invicrot1_vol_mtg_sn_snr_leftdeep_cit168,421530.06,8.009032
id_invicrot1_vol_nbm_left_midbf,532.875,26.000217
id_invicrot1_area_cerebellum_ldktlobes,18011.69,3973.0435
id_invicrot1_area_right_posterior_cingulatedktcortex,4628.0537,1638.9644
id_invicrot1_thk_right_superior_temporaldktcortex,1.5827641,0.5767461
id_invicrot1_area_right_medial_orbitofrontaldktcortex,5456.2188,1477.9674
id_invicrot1_thk_right_paracentraldktregions,1.583604,0.90055305
id_invicrot1_area_right_fusiformdktregions,9469.959,3209.6108
id_invicrot1_thk_brainstem_rdktlobes,3.7181585,1.0110115
id_invicrot1_area_right_insuladktregions,5206.385,1694.7798
id_invicrot1_area_right_lingualdktregions,8343.966,3253.6753
id_invicrot1_thk_bn_gp_gpi_rightdeep_cit168,1.5635986,0.47609305
id_invicrot1_thk_bn_str_ca_leftcit168,2.2863712,1.1369427
id_invicrot1_area_die_hth_mn_leftcit168,168.53365,39.857937
id_invicrot1_thk_left_ca1mtl,1.4969968,0.3856925
id_invicrot1_vol_right_cerebellum_white_matterdktregions,23585.904,2009.7899
id_invicrot1_thk_exa_leftcit168,0.9263171,0.57830834
id_invicrot1_area_bn_str_ca_rightdeep_cit168,3966.643,731.8576
id_invicrot1_vol_left_middle_temporaldktcortex,21210.113,3490.8
id_invicrot1_thk_left_lingualdktregions,1.5692523,0.8233609
id_invicrot1_thk_brain_stemdktregions,4.8134565,1.713641
id_invicrot1_area_deepgraytissues,22903.957,11494.639
id_invicrot1_thk_right_parahippocampalmtl,2.199297,0.35430548
id_invicrot1_area_bn_str_pu_rightdeep_cit168,5910.514,157.54672
id_invicrot1_vol_left_hippocampusdktregions,5424.258,333.0017
id_invicrot1_vol_left_cerebellum_white_matterdktregions,22302.982,2999.6145
id_invicrot1_vol_gmtissues,664187.25,184437.0
id_invicrot1_area_right_pars_triangularisdktcortex,6237.1274,1118.3346
id_invicrot1_thk_right_inferior_temporaldktregions,2.1775708,1.1154352
id_invicrot1_thk_left_inferior_temporaldktcortex,1.805718,0.82260466
id_invicrot1_thk_left_caudal_anterior_cingulatedktregions,1.8854176,0.84545606
id_invicrot1_vol_right_cuneusdktcortex,7475.981,979.79504
id_invicrot1_area_right_rostral_middle_frontaldktcortex,14796.253,4430.2334
id_invicrot1_vol_left_insuladktcortex,9216.053,1070.625
id_invicrot1_thk_superior_longitudinal_fasciculus_rwmtracts_right,1.5344391,0.94208974
id_invicrot1_vol_mtg_vtr_vta_leftcit168,84.00048,18.992317
id_invicrot1_vol_left_pars_triangularisdktcortex,7334.939,776.99896
id_invicrot1_area_uncinate_lwmtracts_left,3875.3376,1702.5104
id_invicrot1_thk_bn_gp_gpe_leftcit168,1.6164882,0.74042827
id_invicrot1_thk_mtg_vtr_vta_leftcit168,0.73371774,0.4096495
id_invicrot1_thk_left_transverse_temporaldktcortex,1.3751163,0.33288112
id_invicrot1_thk_bn_gp_vep_rightcit168,1.08,0.51522875
id_invicrot1_area_left_pars_opercularisdktcortex,5779.871,1296.7054
id_invicrot1_vol_right_middle_temporaldktcortex,22305.99,1918.1633
id_invicrot1_thk_frontal_rdktlobes,6.3516755,3.2592576
id_invicrot1_thk_right_supramarginaldktcortex,1.4811788,0.61559767
id_invicrot1_area_bn_str_ca_leftdeep_cit168,3898.5344,944.12384
id_invicrot1_area_ch13_rightbf,300.33615,7.6404285
id_invicrot1_area_right_lateral_orbitofrontaldktregions,8201.838,3460.8018
id_invicrot1_vol_left_parahippocampaldktregions,3667.0051,737.0038
id_invicrot1_area_right_amygdaladktregions,740.8493,82.02659
id_invicrot1_area_left_caudatedktregions,4358.5596,951.4473
id_invicrot1_area_bn_str_nac_rightcit168,518.1865,203.22342
id_invicrot1_thk_right_perirhinalmtl,2.4003072,0.3643853
id_invicrot1_area_corticospinal_lwmtracts_left,18053.44,9109.748
id_invicrot1_vol_left_fusiformdktregions,14339.046,1982.0101
id_invicrot1_thk_mtg_sn_snc_leftcit168,0.85286146,0.44209233
id_invicrot1_thk_right_isthmus_cingulatedktcortex,1.5212498,0.5926022
id_invicrot1_area_right_pericalcarinedktcortex,3728.942,268.693
id_invicrot1_vol_mtg_rn_rightcit168,543.9997,98.99965
id_invicrot1_area_superior_longitudinal_fasciculus_lwmtracts_left,8995.845,4410.76
id_invicrot1_thk_right_fusiformdktcortex,1.800948,0.8149652
id_invicrot1_vol_mtg_sn_snr_leftsnseg,446.00107,84.99966
id_invicrot1_thk_right_caudal_anterior_cingulatedktcortex,1.6115258,0.5225265
id_invicrot1_area_left_precentraldktregions,14003.631,5778.172
id_invicrot1_vol_right_isthmus_cingulatedktregions,3996.0215,761.9955
id_invicrot1_thk_corpus_callosumwmtracts_left,2.1360993,1.3645062
id_invicrot1_thk_right_lateral_ventricledktregions,5.1526527,1.24525
id_invicrot1_vol_left_isthmus_cingulatedktcortex,4407.9834,696.0
id_invicrot1_area_occipital_ldktlobes,22677.332,8287.548
id_invicrot1_thk_parietal_ldktlobes,5.085063,2.7014902
id_invicrot1_thk_bn_str_ca_rightdeep_cit168,2.2971973,0.73667645
id_invicrot1_area_right_inferior_parietaldktcortex,17416.82,4847.787
id_invicrot1_area_right_entorhinaldktcortex,2546.4963,696.40027
id_invicrot1_thk_mtg_sn_snr_leftcit168,1.0485046,0.64079
id_invicrot1_vol_right_dg_ca3mtl,1207.0065,1.0546875
id_invicrot1_area_right_transverse_temporaldktregions,1901.0282,368.2449
id_invicrot1_area_4th_ventricledktregions,1837.4539,216.00278
id_invicrot1_area_thm_eth_hn_leftcit168,153.8624,34.001328
id_invicrot1_vol_left_ca1mtl,3405.0183,5.625
id_invicrot1_vol_left_caudal_middle_frontaldktregions,13280.019,3220.0
id_invicrot1_vol_right_lateral_occipitaldktcortex,19713.9,4235.625
id_invicrot1_thk_bn_str_pu_leftcit168,2.8167639,1.4354066
id_invicrot1_vol_right_pars_opercularisdktregions,8115.0146,1831.0094
id_invicrot1_thk_cerebellum_rdktlobes,7.781184,1.9516442
id_invicrot1_vol_right_inferior_temporaldktregions,23301.0,5638.359
id_invicrot1_area_left_paracentraldktregions,6024.089,641.4601
id_invicrot1_thk_referenceregion_leftdeep_cit168,1.263226,0.37303102
id_invicrot1_thk_right_rostral_anterior_cingulatedktregions,1.540288,0.7194061
id_invicrot1_area_corticospinal_rwmtracts_right,18789.28,9202.53
id_invicrot1_thk_left_thalamus_properdktregions,4.186373,2.9651213
id_invicrot1_area_left_isthmus_cingulatedktregions,3060.8696,863.4117
id_invicrot1_vol_left_transverse_temporaldktregions,2403.0168,72.00036
id_invicrot1_vol_left_superior_frontaldktcortex,29604.137,5732.0
id_invicrot1_area_left_ventral_dcdktregions,2407.4963,358.98965
id_invicrot1_thk_left_perirhinalmtl,2.4625075,0.42581496
id_invicrot1_area_right_lateral_ventricledktregions,11912.23,1674.7709
id_invicrot1_area_bn_str_pu_leftdeep_cit168,4256.896,1169.3032
id_invicrot1_area_left_parahippocampaldktcortex,2788.547,1013.83954
id_invicrot1_thk_left_isthmus_cingulatedktcortex,1.5540577,0.6321259
id_invicrot1_area_gmtissues,464818.75,208075.36
id_invicrot1_vol_right_pars_triangularisdktcortex,7548.9873,1015.0052
id_invicrot1_vol_left_pmecmtl,773.0013,0.99999714
id_invicrot1_thk_die_sth_rightcit168,1.101778,0.5423434
id_invicrot1_area_left_postcentraldktcortex,14700.009,4456.1523
id_invicrot1_area_left_caudal_middle_frontaldktregions,8304.307,2519.1414
id_invicrot1_vol_exa_rightcit168,398.40002,117.9997
id_invicrot1_area_left_lingualdktregions,7945.625,2938.4395
id_invicrot1_thk_inferior_fronto_occipital_rwmtracts_right,1.4883233,0.98517764
id_invicrot1_thk_frontal_ldktlobes,6.4431186,3.328004
id_invicrot1_thk_bn_str_ca_rightcit168,2.5241303,1.2162418
id_invicrot1_vol_right_amygdaladktregions,1072.0057,57.999786
id_invicrot1_thk_left_cuneusdktregions,1.2874196,0.7072943
id_invicrot1_area_mtg_sn_snr_rightsnseg,468.24976,93.09751
id_invicrot1_area_referenceregion_leftcit168,454.2136,127.72214
id_invicrot1_thk_left_lateral_occipitaldktcortex,1.5650537,0.55865896
id_invicrot1_area_right_hippocampusdktregions,3061.0146,367.6676
id_invicrot1_area_inferior_longitudinal_fasciculus_rwmtracts_right,10995.981,5595.3325
id_invicrot1_vol_right_postcentraldktregions,17650.9,5204.5366
id_invicrot1_thk_temporal_rdktlobes,6.0937734,2.694126
id_invicrot1_thk_left_subiculummtl,1.2577945,0.34698054
id_invicrot1_thk_mtg_vtr_pbp_rightcit168,0.7321242,0.41886467
id_invicrot1_thk_left_ventral_dcdktregions,3.0355167,0.88582397
id_invicrot1_vol_right_insuladktcortex,9862.94,1734.3751
id_invicrot1_area_right_putamendktregions,2303.4546,806.12305
id_invicrot1_vol_left_lateral_ventricledktregions,62773.465,2445.9958
id_invicrot1_area_nbm_right_midbf,502.2744,114.16484
id_invicrot1_vol_left_paracentraldktregions,7993.9546,2160.0
id_invicrot1_thk_csfdktregions,2.158158,0.7375973
id_invicrot1_area_left_pars_orbitalisdktcortex,3403.3665,469.55725
id_invicrot1_area_brain_stemdktregions,6794.0728,3321.6667
id_invicrot1_area_left_pmecmtl,678.39435,3.0040746
id_invicrot1_area_left_cerebellum_white_matterdktregions,6838.777,2263.6465
id_invicrot1_area_right_pmecmtl,690.614,3.4568038
id_invicrot1_randbasisprojpos07,9429.543,-55518.223
id_invicrot1_area_right_pars_orbitalisdktcortex,3475.5933,211.31781
id_invicrot1_vol_right_supramarginaldktregions,17884.023,2197.1445
id_invicrot1_vol_left_superior_parietaldktregions,17410.943,4978.125
id_invicrot1_thk_right_thalamus_properdktregions,3.9837668,2.3746781
id_invicrot1_area_cerebellar_vermal_lobules_viii_xdktregions,2705.2317,496.79504
id_invicrot1_area_left_supramarginaldktregions,12419.953,4163.752
id_invicrot1_vol_left_postcentraldktcortex,14196.003,2293.0725
id_invicrot1_thk_right_hippocampushipplr,2.3125756,1.1041846
id_invicrot1_vol_bn_gp_gpe_leftcit168,1158.64,242.94066
id_invicrot1_thk_right_inferior_parietaldktregions,1.9057405,1.1965654
id_invicrot1_vol_csftissues,788972.44,267510.0
id_invicrot1_area_thm_eth_hn_rightcit168,140.49162,35.233353
id_invicrot1_area_left_pallidiumdktregions,951.50696,312.71124
id_invicrot1_area_left_fusiformdktregions,9032.134,2146.5647
id_invicrot1_vol_left_pericalcarinedktregions,3865.0156,419.0016
id_invicrot1_vol_right_supramarginaldktcortex,14379.019,2806.875
id_invicrot1_thk_right_caudal_middle_frontaldktregions,1.6310439,0.99131584
id_invicrot1_area_right_ventral_dcdktregions,2342.9348,352.8974
id_invicrot1_thk_right_pars_opercularisdktregions,1.5483887,0.7598431
id_invicrot1_vol_left_paracentraldktcortex,6706.0034,463.2001
id_invicrot1_thk_bn_gp_gpi_leftdeep_cit168,1.600918,0.5383453
id_invicrot1_vol_left_precentraldktregions,23173.984,6939.844
id_invicrot1_vol_bn_gp_gpe_rightcit168,1506.0,241.00114
id_invicrot1_area_right_lingualdktcortex,9939.842,2865.5308
id_invicrot1_vol_left_superior_frontaldktregions,37319.17,11023.594
id_invicrot1_area_left_dg_ca3mtl,988.59625,3.10043
id_invicrot1_area_right_pars_orbitalisdktregions,3359.6726,114.647606
id_invicrot1_thk_bn_str_nac_rightcit168,1.7454016,0.97206336
id_invicrot1_vol_bn_gp_gpi_rightdeep_cit168,735.9996,14.6832285
id_invicrot1_area_right_cerebellum_exteriordktregions,20466.863,6915.563
id_invicrot1_thk_left_superior_frontaldktregions,1.8916616,1.2268397
id_invicrot1_area_left_pericalcarinedktregions,2770.3738,484.7287
id_invicrot1_area_left_thalamus_properdktregions,3406.1665,1652.2566
id_invicrot1_thk_bn_gp_gpe_rightdeep_cit168,1.668204,0.5765444
id_invicrot1_area_right_subiculummtl,1190.4125,3.6379576
id_invicrot1_vol_right_ca1mtl,3424.0183,1.0546875
id_invicrot1_vol_cerebellum_ldktlobes,126965.484,10802.47
id_invicrot1_randbasisproj10,442.03424,-424.2031
id_invicrot1_vol_referenceregion_leftcit168,278.99887,60.000004
id_invicrot1_thk_left_rostral_anterior_cingulatedktregions,1.7544628,0.89435333
id_invicrot1_thk_right_pericalcarinedktregions,1.6127843,0.52721053
id_invicrot1_vol_right_posterior_cingulatedktcortex,6436.9634,1135.8984
id_invicrot1_thk_right_rostral_middle_frontaldktcortex,1.7361692,0.5279816
id_invicrot1_vol_brainstemtissues,38397.97,5412.028
id_invicrot1_thk_right_middle_temporaldktcortex,1.7344091,0.6053446
id_invicrot1_vol_left_superior_parietaldktcortex,14115.039,2211.1055
id_invicrot1_thk_left_pars_opercularisdktcortex,1.5449485,0.5260637
id_invicrot1_area_right_pericalcarinedktregions,2744.8901,240.89067
id_invicrot1_vol_thm_eth_hn_leftcit168,100.9995,16.999964
id_invicrot1_vol_cerebellar_vermal_lobules_vi_viidktregions,3497.9858,2.4112656
id_invicrot1_randbasisprojpos03,9485.727,-55388.42
id_invicrot1_area_right_caudal_anterior_cingulatedktcortex,3358.2373,683.1721
id_invicrot1_vol_bn_gp_gpi_leftcit168,805.0,183.99991
id_invicrot1_area_brainstem_ldktlobes,6020.2817,2359.7485
id_invicrot1_area_die_hth_mn_rightcit168,181.65344,41.873707
id_invicrot1_vol_mtg_rn_leftdeep_cit168,5648.4,8.664124
id_invicrot1_vol_right_lateral_orbitofrontaldktregions,15746.0,4907.461
id_invicrot1_area_right_inferior_temporaldktcortex,13131.569,4124.158
id_invicrot1_wmh_integral_prob,48148.953,0.1000473
id_invicrot1_thk_left_medial_orbitofrontaldktcortex,1.527993,0.50795436
id_invicrot1_vol_left_transverse_temporaldktcortex,2276.9958,1.000005
id_invicrot1_vol_csfdktregions,2334.0046,272.9997
id_invicrot1_vol_left_pars_opercularisdktcortex,6809.9873,878.55475
id_invicrot1_thk_left_posterior_cingulatedktregions,1.8258634,0.8573149
id_invicrot1_area_left_transverse_temporaldktcortex,2280.584,3.0040903
id_invicrot1_randbasisproj09,260.3167,-448.54184
id_invicrot1_area_corpus_callosumwmtracts_left,30709.41,14919.5625
id_invicrot1_area_bn_gp_gpe_leftcit168,775.0959,288.9807
id_invicrot1_thk_right_precentraldktregions,1.6916251,1.1513091
id_invicrot1_area_csftissues,380033.44,175713.05
id_invicrot1_vol_right_palladiumdktregions,2052.9907,379.00055
id_invicrot1_vol_right_inferior_parietaldktcortex,21336.041,4150.0
id_invicrot1_thk_right_superior_parietaldktcortex,1.4389659,0.46862942
id_invicrot1_thk_bn_str_nac_leftcit168,1.6854885,0.96499914
id_invicrot1_thk_left_caudal_middle_frontaldktcortex,1.7126012,0.4911309
id_invicrot1_area_bn_gp_gpe_rightcit168,865.25665,288.1305
id_invicrot1_thk_left_paracentraldktregions,1.4729911,0.85718185
id_invicrot1_area_left_superior_temporaldktregions,15463.578,7107.102
id_invicrot1_area_left_rostral_middle_frontaldktregions,13120.01,4407.056
id_invicrot1_vol_mtg_sn_snr_rightsnseg,459.99948,46.99981
id_invicrot1_area_right_caudatedktregions,4169.846,975.17914
id_invicrot1_thk_left_fusiformdktcortex,1.8244065,0.8010931
id_invicrot1_vol_die_hth_rightcit168,1748.9917,514.0
id_invicrot1_thk_left_inferior_parietaldktcortex,1.7232265,0.5886453
id_invicrot1_thk_left_pmecmtl,1.1968575,0.33288026
id_invicrot1_area_corpus_callosumwmtracts_right,30165.299,15319.612
id_invicrot1_vol_nbm_left_posbf,323.1265,14.500121
id_invicrot1_area_left_insuladktregions,5215.2583,2471.6204
id_invicrot1_vol_left_precuneusdktregions,17131.092,4937.0
id_invicrot1_vol_left_rostral_anterior_cingulatedktregions,7922.0,1154.6986
id_invicrot1_thk_bn_gp_gpe_leftdeep_cit168,1.5881249,0.5707946
id_invicrot1_thk_right_ca1mtl,1.5059315,0.42270327
id_invicrot1_vol_mtg_sn_snr_rightdeep_cit168,4354.8003,38.710323
id_invicrot1_thk_right_cuneusdktregions,1.3464059,0.8060981
id_invicrot1_vol_left_ventral_dcdktregions,7005.9956,318.00162
id_invicrot1_area_right_isthmus_cingulatedktregions,2989.3381,908.551
id_invicrot1_vol_left_parahippocampaldktcortex,3725.0,691.875
id_invicrot1_vol_left_pericalcarinedktcortex,3411.991,173.0
id_invicrot1_thk_thm_eth_hn_rightcit168,0.7660571,0.49606326
id_invicrot1_vol_right_medial_orbitofrontaldktcortex,7157.0,1249.0
id_invicrot1_thk_left_entorhinaldktregions,2.3437629,0.57449096
id_invicrot1_area_left_caudal_anterior_cingulatedktregions,4110.3096,1213.3862
id_invicrot1_thk_die_hth_leftcit168,1.5359029,0.9746945
id_invicrot1_vol_right_caudatedktregions,9691.0,1348.0035
id_invicrot1_area_left_rostral_middle_frontaldktcortex,14343.261,4482.398
id_invicrot1_vol_left_lingualdktcortex,11402.023,2548.125
id_invicrot1_vol_right_caudal_anterior_cingulatedktregions,4598.0107,586.0
id_invicrot1_vol_bn_str_ca_leftcit168,9669.961,2433.0
id_invicrot1_vol_right_insuladktregions,9578.999,2014.0104
id_invicrot1_thk_cerebellum_ldktlobes,7.796283,2.7189407
id_invicrot1_vol_right_superior_parietaldktregions,17673.93,5383.125
id_invicrot1_area_bn_str_pu_rightcit168,3173.4248,1468.9845
id_invicrot1_vol_occipital_ldktlobes,78973.42,26893.127
id_invicrot1_area_bn_str_ca_rightcit168,4730.2646,1713.9281
id_invicrot1_thk_left_transverse_temporaldktregions,1.6405894,0.5641679
id_invicrot1_thk_right_rostral_anterior_cingulatedktcortex,1.8622789,0.6211775
id_invicrot1_thk_left_middle_temporaldktcortex,1.7221206,0.6498018
id_invicrot1_vol_inferior_longitudinal_fasciculus_lwmtracts_left,19641.105,7046.3677
id_invicrot1_area_right_rostral_middle_frontaldktregions,14014.801,4408.7524
id_invicrot1_thk_left_rostral_middle_frontaldktregions,2.115476,1.0999744
id_invicrot1_vol_temporal_ldktlobes,175619.0,50992.035
id_invicrot1_vol_bn_str_nac_rightcit168,886.9987,193.00783
id_invicrot1_thk_left_caudal_middle_frontaldktregions,1.7776062,1.112259
id_invicrot1_area_right_superior_temporaldktregions,14286.097,3854.5295
id_invicrot1_thk_left_paracentraldktcortex,1.3910282,0.44139925
id_invicrot1_thk_right_subiculummtl,1.2692816,0.35805675
id_invicrot1_vol_right_cerebellum_exteriordktregions,98457.6,25655.264
id_invicrot1_vol_brain_stemdktregions,32702.975,6334.032
id_invicrot1_vol_right_superior_frontaldktregions,44136.75,12274.453
id_invicrot1_area_right_hippocampushipplr,2432.738,375.77042
id_invicrot1_thk_left_parahippocampaldktregions,1.7545203,0.7605292
id_invicrot1_area_right_inferior_temporaldktregions,12476.969,4130.44
id_invicrot1_vol_right_caudal_middle_frontaldktregions,10806.016,2019.3751
id_invicrot1_area_left_entorhinaldktregions,2533.0837,349.87674
id_invicrot1_thk_left_inferior_parietaldktregions,2.0091426,1.156373
id_invicrot1_vol_right_pars_triangularisdktregions,8824.052,971.005
id_invicrot1_thk_left_pars_triangularisdktregions,1.6538005,0.9738212
id_invicrot1_vol_referenceregion_rightdeep_cit168,242.94066,32.999866
id_invicrot1_randbasisprojpos02,9655.18,-55012.375
id_invicrot1_area_inferior_longitudinal_fasciculus_lwmtracts_left,9766.187,4824.7573
id_invicrot1_vol_nbm_right_midbf,544.24805,80.99977
id_invicrot1_thk_left_hippocampusdktregions,2.5830722,0.89700556
id_invicrot1_thk_brainstem_ldktlobes,3.611049,1.2684761
id_invicrot1_randbasisprojpos06,9428.316,-55245.36
id_invicrot1_thk_bn_gp_gpi_leftcit168,1.6591542,0.865711
id_invicrot1_vol_right_superior_parietaldktcortex,15020.984,2199.0
id_invicrot1_thk_right_pars_opercularisdktcortex,1.4465767,0.52512604
id_invicrot1_vol_die_sth_leftcit168,282.00146,51.999977
id_invicrot1_area_brainstemtissues,10229.043,3724.6086
id_invicrot1_vol_left_precentraldktcortex,16836.04,2867.6953
id_invicrot1_vol_nbm_right_antbf,468.3775,44.999874
id_invicrot1_vol_left_rostral_anterior_cingulatedktcortex,7975.0,935.62506
id_invicrot1_vol_left_pallidiumdktregions,2062.9917,266.99988
id_invicrot1_area_right_thalamus_properdktregions,3280.8037,1539.6104
id_invicrot1_vol_cerebellumtissues,252267.98,19473.984
id_invicrot1_area_left_pars_triangularisdktregions,6263.8037,1433.229
id_invicrot1_thk_left_parahippocampalmtl,2.214441,0.41903567
id_invicrot1_thk_die_hth_mn_leftcit168,1.0799032,0.5765385
id_invicrot1_thk_left_alecmtl,1.5994604,0.35267437
id_invicrot1_thk_right_paracentraldktcortex,1.3134478,0.4486811
id_invicrot1_area_bn_gp_gpi_rightcit168,489.5631,173.55551
id_invicrot1_thk_right_insuladktregions,2.1500132,1.1883612
id_invicrot1_vol_left_posterior_cingulatedktregions,6811.017,1766.6017
id_invicrot1_area_uncinate_rwmtracts_right,3669.9763,1638.3269
id_invicrot1_thk_right_pmecmtl,1.2785844,0.35805675
id_invicrot1_thk_gmtissues,1.8736348,0.72825664
id_invicrot1_area_wmtissues,267037.8,118781.15
id_invicrot1_thk_nbm_right_posbf,1.1719941,0.34153527
id_invicrot1_thk_left_superior_frontaldktcortex,1.602751,0.52704316
id_invicrot1_thk_bn_str_ca_leftdeep_cit168,2.2830627,0.73825026
id_invicrot1_vol_left_lateral_orbitofrontaldktcortex,12898.024,2655.3975
id_invicrot1_vol_left_amygdaladktregions,1065.0057,7.000036
id_invicrot1_thk_right_medial_orbitofrontaldktcortex,1.5903283,0.57514656
id_invicrot1_area_left_inferior_temporaldktcortex,12003.418,3854.3855
id_invicrot1_area_superior_longitudinal_fasciculus_rwmtracts_right,3832.5078,1703.3988
